Name	Meta	main_role	sub_role	Function	locus_tag
CS387_RS07405	Unknown function	Hypothetical proteins	Unknown	family 10 glycosylhydrolase	PgPan_1279
CS548_RS01455	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1284
HMPREF1555_RS08030	Unknown function	Hypothetical proteins	Unknown	bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	PgPan_1285
CLI74_RS03390	Unknown function	Hypothetical proteins	Unknown	Ig-like protein	PgPan_1294
B0490_RS03790	Unknown function	Hypothetical proteins	Unknown	glycoside hydrolase	PgPan_1295
CS546_RS06455	Unknown function	Hypothetical proteins	Unknown	insulinase family protein	PgPan_1301
B0492_RS02230	Unknown function	Hypothetical proteins	Unknown	DUF1661 domain-containing protein	PgPan_1328
SJDPG2_RS03225	Unknown function	Hypothetical proteins	Unknown	C40 family peptidase	PgPan_1337
CS548_RS07855	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1340
CF001_RS13905	Unknown function	Hypothetical proteins	Unknown	NAD(P)H nitroreductase	PgPan_1343
CS388_RS00815	Unknown function	Hypothetical proteins	Unknown	PASTA domain-containing protein	PgPan_1347
CS388_RS00830	Unknown function	Hypothetical proteins	Unknown	acyltransferase	PgPan_1350
CS545_RS03760	Unknown function	Hypothetical proteins	Unknown	PEGA domain-containing protein	PgPan_1351
CS059_RS00140	Unknown function	Hypothetical proteins	Unknown	C40 family peptidase	PgPan_1354
CLI74_RS05720	Unknown function	Hypothetical proteins	Unknown	aminodeoxychorismate/anthranilate synthase component II	PgPan_1360
CS388_RS00900	Unknown function	Hypothetical proteins	Unknown	PAS domain-containing protein	PgPan_1361
B0490_RS07505	Unknown function	Hypothetical proteins	Unknown	DUF5106 domain-containing protein	PgPan_1376
PGS_RS05875	Unknown function	Hypothetical proteins	Unknown	NifU family protein	PgPan_1380
CS545_RS10850	Unknown function	Hypothetical proteins	Unknown	DUF1661 domain-containing protein	PgPan_1384
CF003_RS13940	Unknown function	Hypothetical proteins	Unknown	DUF1858 domain-containing protein	PgPan_1385
CS545_RS10845	Unknown function	Hypothetical proteins	Unknown	DUF1661 domain-containing protein	PgPan_1395
PGA7_RS06085	Unknown function	Hypothetical proteins	Unknown	Gfo/Idh/MocA family oxidoreductase	PgPan_1456
CS374_RS08255	Unknown function	Hypothetical proteins	Unknown	NAD(P)H nitroreductase	PgPan_1457
PGS_RS06010	Unknown function	Hypothetical proteins	Unknown	Rossmann-like and DUF2520 domain-containing protein	PgPan_1458
CS549_RS00960	Unknown function	Hypothetical proteins	Unknown	T9SS type A sorting domain-containing protein	PgPan_1462
CS387_RS03865	Unknown function	Hypothetical proteins	Unknown	Dabb family protein	PgPan_1464
CS387_RS03875	Unknown function	Hypothetical proteins	Unknown	HD domain-containing protein	PgPan_1465
CS387_RS03880	Unknown function	Hypothetical proteins	Unknown	DUF3276 family protein	PgPan_1466
AT291_RS03340	Unknown function	Hypothetical proteins	Unknown	DUF3109 family protein	PgPan_1467
B0490_RS10810	Unknown function	Hypothetical proteins	Unknown	DUF1661 domain-containing protein	PgPan_1474
CS545_RS03365	Unknown function	Hypothetical proteins	Unknown	DJ-1/PfpI family protein	PgPan_1482
CF003_RS13680	Unknown function	Hypothetical proteins	Unknown	RNA-binding protein	PgPan_1489
CF002_RS01805	Unknown function	Hypothetical proteins	Unknown	SPOR domain-containing protein	PgPan_1492
PGJ_RS05985	Unknown function	Hypothetical proteins	Unknown	DoxX family protein	PgPan_1494
CS548_RS08410	Unknown function	Hypothetical proteins	Unknown	DUF1599 domain-containing protein	PgPan_1495
EG14_RS08655	Unknown function	Hypothetical proteins	Unknown	T9SS type A sorting domain-containing protein	PgPan_1501
CF003_RS13605	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1502
CF002_RS01745	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1503
HMPREF1555_RS04775	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1505
B0493_RS10130	Unknown function	Hypothetical proteins	Unknown	DUF1661 domain-containing protein	PgPan_1518
CS549_RS01290	Unknown function	Hypothetical proteins	Unknown	GatB/YqeY domain-containing protein	PgPan_1522
PGS_RS06375	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1533
CS387_RS04245	Unknown function	Hypothetical proteins	Unknown	lamin tail domain-containing protein	PgPan_1536
CLI74_RS09885	Unknown function	Hypothetical proteins	Unknown	dipeptidase	PgPan_1541
CS543_RS04235	Unknown function	Hypothetical proteins	Unknown	ATP-binding protein	PgPan_1548
CS544_RS09085	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1554
B0490_RS06730	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1559
CF003_RS13220	Unknown function	Hypothetical proteins	Unknown	DUF1661 domain-containing protein	PgPan_1562
B0493_RS06890	Unknown function	Hypothetical proteins	Unknown	CPBP family intramembrane metalloprotease	PgPan_1575
CS388_RS08000	Unknown function	Hypothetical proteins	Unknown	DUF4105 domain-containing protein	PgPan_1577
CBG53_RS05290	Unknown function	Hypothetical proteins	Unknown	YicC family protein	PgPan_1580
CS388_RS07965	Unknown function	Hypothetical proteins	Unknown	decaprenyl-phosphate phosphoribosyltransferase	PgPan_1584
PGJ_RS06465	Unknown function	Hypothetical proteins	Unknown	HAD-IB family hydrolase	PgPan_1585
B0493_RS06790	Unknown function	Hypothetical proteins	Unknown	T9SS type A sorting domain-containing protein	PgPan_1607
CS545_RS02710	Unknown function	Hypothetical proteins	Unknown	S46 family peptidase	PgPan_1608
CS543_RS03925	Unknown function	Hypothetical proteins	Unknown	DUF389 domain-containing protein	PgPan_1609
B0490_RS00090	Unknown function	Hypothetical proteins	Unknown	oligosaccharide flippase family protein	PgPan_1610
CS548_RS09050	Unknown function	Hypothetical proteins	Unknown	YbbR-like domain-containing protein	PgPan_1614
CBG53_RS05415	Unknown function	Hypothetical proteins	Unknown	DUF5606 domain-containg protein	PgPan_1616
AT291_RS07945	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1619
CBG53_RS05440	Unknown function	Hypothetical proteins	Unknown	family 10 glycosylhydrolase	PgPan_1621
CS388_RS10355	Unknown function	Hypothetical proteins	Unknown	DUF1661 domain-containing protein	PgPan_1632
EG14_RS00185	Unknown function	Hypothetical proteins	Unknown	T9SS type A sorting domain-containing protein	PgPan_1634
PGJ_RS07765	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1640
CS546_RS03895	Unknown function	Hypothetical proteins	Unknown	DUF3943 domain-containing protein	PgPan_1641
CS545_RS10215	Unknown function	Hypothetical proteins	Unknown	DUF3078 domain-containing protein	PgPan_1647
CBG53_RS09485	Unknown function	Hypothetical proteins	Unknown	DUF3473 domain-containing protein	PgPan_1648
HMPREF1555_RS07165	Unknown function	Hypothetical proteins	Unknown	glycosyltransferase	PgPan_1649
CLI74_RS07090	Unknown function	Hypothetical proteins	Unknown	DUF2029 domain-containing protein	PgPan_1650
CS059_RS02360	Unknown function	Hypothetical proteins	Unknown	O-acetyl-ADP-ribose deacetylase	PgPan_1653
CS546_RS03800	Unknown function	Hypothetical proteins	Unknown	DUF59 domain-containing protein	PgPan_1655
B0490_RS05400	Unknown function	Hypothetical proteins	Unknown	phosphatase PAP2 family protein	PgPan_1659
PGJ_RS10640	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1662
B0490_RS03740	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1664
PGJ_RS07630	Unknown function	Hypothetical proteins	Unknown	YifB family Mg chelatase-like AAA ATPase	PgPan_1665
CS387_RS05795	Unknown function	Hypothetical proteins	Unknown	redoxin domain-containing protein	PgPan_1666
AT291_RS08350	Unknown function	Hypothetical proteins	Unknown	GNAT family N-acetyltransferase	PgPan_1672
CF003_RS18985	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1676
CLI74_RS00015	Unknown function	Hypothetical proteins	Unknown	S9 family peptidase	PgPan_1679
B0493_RS03485	Unknown function	Hypothetical proteins	Unknown	DUF3343 domain-containing protein	PgPan_1681
CS387_RS05710	Unknown function	Hypothetical proteins	Unknown	aminotransferase class V-fold PLP-dependent enzyme	PgPan_1682
CF001_RS18790	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1686
B0490_RS03585	Unknown function	Hypothetical proteins	Unknown	DUF2795 domain-containing protein	PgPan_1693
CS548_RS09955	Unknown function	Hypothetical proteins	Unknown	glycosyltransferase family 2 protein	PgPan_1703
PGA7_RS07665	Unknown function	Hypothetical proteins	Unknown	tetratricopeptide repeat protein	PgPan_1707
HMPREF1555_RS08560	Unknown function	Hypothetical proteins	Unknown	nitroreductase	PgPan_1716
CS544_RS08040	Unknown function	Hypothetical proteins	Unknown	glycosyltransferase family 2 protein	PgPan_1717
PGA7_RS07610	Unknown function	Hypothetical proteins	Unknown	DUF4199 domain-containing protein	PgPan_1718
CS543_RS03150	Unknown function	Hypothetical proteins	Unknown	DUF1573 domain-containing protein	PgPan_1725
CS059_RS01990	Unknown function	Hypothetical proteins	Unknown	DUF1573 domain-containing protein	PgPan_1726
CS059_RS01975	Unknown function	Hypothetical proteins	Unknown	cupin domain-containing protein	PgPan_1729
CBG53_RS07080	Unknown function	Hypothetical proteins	Unknown	membrane protein	PgPan_1733
EG14_RS09855	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1743
PGF_RS07820	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1744
CS545_RS02015	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1745
EG14_RS09830	Unknown function	Hypothetical proteins	Unknown	metallophosphoesterase family protein	PgPan_1747
CS546_RS03330	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1748
CBG53_RS07170	Unknown function	Hypothetical proteins	Unknown	HAD-IA family hydrolase	PgPan_1752
B0493_RS04495	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1754
CS387_RS05320	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1757
CS059_RS01820	Unknown function	Hypothetical proteins	Unknown	SIMPL domain-containing protein	PgPan_1758
CS059_RS01805	Unknown function	Hypothetical proteins	Unknown	flavin reductase family protein	PgPan_1761
CBG53_RS07225	Unknown function	Hypothetical proteins	Unknown	LemA family protein	PgPan_1762
CS374_RS06895	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1763
B0492_RS06045	Unknown function	Hypothetical proteins	Unknown	3-5 exonuclease domain-containing protein 2	PgPan_1767
PGS_RS07310	Unknown function	Hypothetical proteins	Unknown	DUF5063 domain-containing protein	PgPan_1768
EG14_RS09715	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1771
CS548_RS09480	Unknown function	Hypothetical proteins	Unknown	DUF721 domain-containing protein	PgPan_1793
CS059_RS01615	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1796
CS550_RS01480	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1799
B0493_RS04250	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1800
CS545_RS02325	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1801
CBG53_RS07440	Unknown function	Hypothetical proteins	Unknown	T9SS type A sorting domain-containing protein	PgPan_1802
PGS_RS07115	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1804
CS550_RS01545	Unknown function	Hypothetical proteins	Unknown	DUF2807 domain-containing protein	PgPan_1810
AT291_RS00740	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1813
CS544_RS08555	Unknown function	Hypothetical proteins	Unknown	"orthopoxovirus protein, PF05708 family"	PgPan_1814
PGJ_RS06885	Unknown function	Hypothetical proteins	Unknown	esterase family protein	PgPan_1815
PGA7_RS07080	Unknown function	Hypothetical proteins	Unknown	SAM-dependent methyltransferase	PgPan_1828
AT291_RS04235	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1830
PGA7_RS07050	Unknown function	Hypothetical proteins	Unknown	GLPGLI family protein	PgPan_1834
CS544_RS08650	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1836
B0493_RS04040	Unknown function	Hypothetical proteins	Unknown	HesA/MoeB/ThiF family protein	PgPan_1839
CS548_RS09205	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1841
SJDPG2_RS03820	Unknown function	Hypothetical proteins	Unknown	tetratricopeptide repeat protein	PgPan_1842
HMPREF1555_RS09245	Unknown function	Hypothetical proteins	Unknown	DUF4010 domain-containing protein	PgPan_1846
PGF_RS07260	Unknown function	Hypothetical proteins	Unknown	DUF3298 and DUF4163 domain-containing protein	PgPan_1853
CS387_RS04725	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1855
CS546_RS02740	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1857
SJDPG2_RS02390	Unknown function	Hypothetical proteins	Unknown	DUF4248 domain-containing protein	PgPan_1859
PGA7_RS02680	Unknown function	Hypothetical proteins	Unknown	tetratricopeptide repeat protein	PgPan_1861
CS549_RS08525	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1863
CS387_RS10560	Unknown function	Hypothetical proteins	Unknown	DUF3256 family protein	PgPan_1864
CS545_RS07635	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1866
CF001_RS14500	Unknown function	Hypothetical proteins	Unknown	rhomboid family intramembrane serine protease	PgPan_1876
CF002_RS03220	Unknown function	Hypothetical proteins	Unknown	rhomboid family intramembrane serine protease	PgPan_1877
CF003_RS14765	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1881
CF001_RS12845	Unknown function	Hypothetical proteins	Unknown	DUF1661 domain-containing protein	PgPan_1885
yaaA	Unknown function	Hypothetical proteins	Unknown	peroxide stress protein YaaA	PgPan_1887
CS545_RS07895	Unknown function	Hypothetical proteins	Unknown	acyl-CoA thioesterase	PgPan_1888
PGF_RS02695	Unknown function	Hypothetical proteins	Unknown	DUF3098 domain-containing protein	PgPan_1894
CF003_RS14685	Unknown function	Hypothetical proteins	Unknown	tetratricopeptide repeat protein	PgPan_1901
AT291_RS10955	Unknown function	Hypothetical proteins	Unknown	4Fe-4S dicluster domain-containing protein	PgPan_1906
EG14_RS11070	Unknown function	Hypothetical proteins	Unknown	cysteine-rich CWC family protein	PgPan_1910
B0492_RS10875	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1923
CF002_RS09490	Unknown function	Hypothetical proteins	Unknown	DUF3667 domain-containing protein	PgPan_1924
B0493_RS06005	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1949
B0490_RS02495	Unknown function	Hypothetical proteins	Unknown	T9SS type A sorting domain-containing protein	PgPan_2032
CS387_RS06130	Unknown function	Hypothetical proteins	Unknown	DUF2436 domain-containing protein	PgPan_2522
CLI74_RS10630	Unknown function	Hypothetical proteins	Unknown	DUF2436 domain-containing protein	PgPan_3333
CF001_RS15445	Virulence2	Virulence	Gingipain	GNAT family N-acetyltransferase	PgPan_0081
CS544_RS01795	Virulence2	Virulence	Gingipain	hypothetical protein	PgPan_0082
CS549_RS10220	Virulence2	Virulence	Gingipain	glycosyltransferase	PgPan_0083
CS550_RS00665	Virulence2	Virulence	Gingipain	DUF2436 domain-containing protein	PgPan_0379
rgpA	Virulence2	Virulence	Gingipain	Arg-gingipain RgpA	PgPan_0648
B0492_RS10670	Virulence2	Virulence	Gingipain	hypothetical protein	PgPan_0783
CF002_RS07255	Virulence2	Virulence	Gingipain	PKD domain-containing protein	PgPan_1028
rgpB	Virulence2	Virulence	Gingipain	Arg-gingipain RgpB	PgPan_1586
group_94	Virulence2	Virulence	Gingipain	DUF2436 domain-containing protein	PgPan_2177
PGJ_RS08585	Virulence2	Virulence	Pathogenesis	hypothetical protein	PgPan_0336
CS549_RS03435	Virulence2	Virulence	Pathogenesis	DUF2436 domain-containing protein	PgPan_0376
CS374_RS03990	Virulence2	Virulence	Pathogenesis	FimB/Mfa2 family fimbrial subunit	PgPan_0745
HMPREF1555_RS07620	Virulence2	Virulence	Pathogenesis	DUF4906 domain-containing protein	PgPan_0746
SJDPG2_RS05680	Virulence2	Virulence	Pathogenesis	minor fimbrial subunit Mfa5	PgPan_1076
SJDPG2_RS03990	Virulence2	Virulence	Pathogenesis	PGN_1808 family fimbria major subunit	PgPan_1161
CS546_RS03305	Virulence2	Virulence	Pathogenesis	internalin	PgPan_1753
CBG53_RS05525	Virulence2	Virulence	Pathogenesis	HlyC/CorC family transporter	PgPan_1844
